Number,Name,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed
475,Gallade,Psychic,Fighting,68,125,65,65,115,80
480,Uxie,Psychic,None,75,75,130,75,130,95
481,Mesprit,Psychic,None,80,105,105,105,105,80
482,Azelf,Psychic,None,75,125,70,125,70,115
488,Cresselia,Psychic,None,120,70,110,75,120,85
494,Victini,Psychic,Fire,100,100,100,100,100,100
517,Munna,Psychic,None,76,25,45,67,55,24
518,Musharna,Psychic,None,116,55,85,107,95,29
527,Woobat,Psychic,Flying,65,45,43,55,43,72
528,Swoobat,Psychic,Flying,67,57,55,77,55,114
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97
574,Gothita,Psychic,None,45,30,50,55,65,45
575,Gothorita,Psychic,None,60,45,70,75,85,55
576,Gothitelle,Psychic,None,70,55,95,95,110,65
577,Solosis,Psychic,None,45,30,40,105,50,20
578,Duosion,Psychic,None,65,40,50,125,60,30
579,Reuniclus,Psychic,None,110,65,75,125,85,30
605,Elgyem,Psychic,None,55,55,55,85,55,30
606,Beheeyem,Psychic,None,75,75,75,125,95,40
648,Meloetta,Normal,Psychic,100,77,77,128,128,90
655,Delphox,Fire,Psychic,75,69,72,114,100,104
677,Espurr,Psychic,None,62,48,54,63,60,68
678,Meowstic,Psychic,None,74,48,76,83,81,104
686,Inkay,Dark,Psychic,53,54,53,37,46,45
687,Malamar,Dark,Psychic,86,92,88,68,75,73
720,Hoopa,Psychic,Ghost,80,110,60,150,130,70
765,Oranguru,Normal,Psychic,90,60,80,90,110,60
779,Bruxish,Water,Psychic,68,105,70,70,70,92
786,Tapu Lele,Psychic,Fairy,70,85,75,130,115,95
789,Cosmog,Psychic,None,43,29,31,29,31,37
790,Cosmoem,Psychic,None,43,29,131,29,131,37
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97
792,Lunala,Psychic,Ghost,137,113,89,137,107,97
800,Necrozma,Psychic,None,97,107,101,127,89,79
825,Dottler,Bug,Psychic,50,35,80,50,90,30
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90
856,Hatenna,Psychic,None,42,30,45,56,53,39
857,Hattrem,Psychic,None,57,40,65,86,73,49
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29
866,Mr. Rime,Ice,Psychic,80,85,75,110,100,70
876,Indeedee,Psychic,Normal,60,65,55,105,95,95
898,Calyrex,Psychic,Grass,100,80,80,80,80,80
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65
936,Armarouge,Fire,Psychic,85,60,100,125,80,75
954,Rabsca,Bug,Psychic,75,50,85,115,100,45
955,Flittle,Psychic,None,30,35,30,55,30,75
956,Espathra,Psychic,None,95,60,60,101,60,105
976,Veluza,Water,Psychic,90,102,73,78,65,70
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60
985,Scream Tail,Fairy,Psychic,115,65,99,65,115,111
1010,Iron Leaves,Grass,Psychic,90,130,88,70,108,104
1015,Munkidori,Poison,Psychic,88,75,66,130,90,106
1022,Iron Boulder,Rock,Psychic,90,120,80,68,108,124
1023,Iron Crown,Steel,Psychic,90,72,100,122,108,98
