Number,Name,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64
672,Skiddo,Grass,None,66,65,48,62,57,52
673,Gogoat,Grass,None,123,100,62,97,81,68
708,Phantump,Ghost,Grass,43,70,48,50,60,38
709,Trevenant,Ghost,Grass,85,110,76,65,82,56
710,Pumpkaboo,Ghost,Grass,49,66,70,44,55,51
711,Gourgeist,Ghost,Grass,65,90,122,58,75,84
722,Rowlet,Grass,Flying,68,55,55,50,50,42
723,Dartrix,Grass,Flying,78,75,75,70,70,52
724,Decidueye,Grass,Ghost,78,107,75,100,100,70
753,Fomantis,Grass,None,40,55,35,50,35,35
754,Lurantis,Grass,None,70,105,90,80,90,45
755,Morelull,Grass,Fairy,40,35,55,65,75,15
756,Shiinotic,Grass,Fairy,60,45,80,90,100,30
761,Bounsweet,Grass,None,42,30,38,30,38,32
762,Steenee,Grass,None,52,40,48,40,48,62
763,Tsareena,Grass,None,72,120,98,50,98,72
781,Dhelmise,Ghost,Grass,70,131,100,86,90,40
787,Tapu Bulu,Grass,Fairy,70,130,115,85,95,75
798,Kartana,Grass,Steel,59,181,131,59,31,109
810,Grookey,Grass,None,50,65,50,40,40,65
811,Thwackey,Grass,None,70,85,70,55,60,80
812,Rillaboom,Grass,None,100,125,90,60,70,85
829,Gossifleur,Grass,None,40,40,60,40,60,10
830,Eldegoss,Grass,None,60,50,90,80,120,60
840,Applin,Grass,Dragon,40,40,80,40,40,20
841,Flapple,Grass,Dragon,70,110,80,95,60,70
842,Appletun,Grass,Dragon,110,85,80,100,80,30
893,Zarude,Dark,Grass,105,120,105,70,95,105
898,Calyrex,Psychic,Grass,100,80,80,80,80,80
906,Sprigatito,Grass,None,40,61,54,45,45,65
907,Floragato,Grass,None,61,80,63,60,63,83
908,Meowscarada,Grass,Dark,76,110,70,81,70,123
928,Smoliv,Grass,Normal,41,35,45,58,51,30
929,Dolliv,Grass,Normal,52,53,60,78,78,33
930,Arboliva,Grass,Normal,78,69,90,125,109,39
946,Bramblin,Grass,Ghost,40,65,30,45,35,60
947,Brambleghast,Grass,Ghost,55,115,70,80,70,90
948,Toedscool,Ground,Grass,40,40,35,50,100,70
949,Toedscruel,Ground,Grass,80,70,65,80,120,100
951,Capsakid,Grass,None,50,62,40,62,40,50
952,Scovillain,Grass,Fire,65,108,65,108,65,75
986,Brute Bonnet,Grass,Dark,111,127,99,79,99,55
1001,Wo-Chien,Dark,Grass,85,85,100,95,135,70
1010,Iron Leaves,Grass,Psychic,90,130,88,70,108,104
1011,Dipplin,Grass,Dragon,80,80,110,95,80,40
1012,Poltchageist,Grass,Ghost,40,45,45,74,54,50
1013,Sinistcha,Grass,Ghost,71,60,106,121,80,70
1017,Ogerpon,Grass,None,80,120,84,60,96,110
1019,Hydrapple,Grass,Dragon,106,80,110,120,80,44
